aggregatable,autoNumber,byteLength,calculated,calculatedFormula,cascadeDelete,caseSensitive,compoundFieldName,controllerName,createable,custom,defaultValue,defaultValueFormula,defaultedOnCreate,dependentPicklist,deprecatedAndHidden,digits,displayLocationInDecimal,encrypted,externalId,extraTypeInfo,filterable,filteredLookupInfo,groupable,highScaleNumber,htmlFormatted,idLookup,inlineHelpText,label,length,mask,maskType,name,nameField,namePointing,nillable,permissionable,picklistValues,polymorphicForeignKey,precision,queryByDistance,referenceTargetField,referenceTo,relationshipName,relationshipOrder,restrictedDelete,restrictedPicklist,scale,searchPrefilterable,soapType,sortable,type,unique,updateable,writeRequiresMasterRead
True,False,18,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Person Contact Id,18,,,vlocity_cmt__PersonContactId__c,False,False,True,True,[],False,0,False,,['Contact'],vlocity_cmt__PersonContactId__r,,False,False,0,True,tns:ID,True,reference,False,True,False
True,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Preferred Language,255,,,vlocity_cmt__PreferredLanguage__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,18,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Premises,18,,,vlocity_cmt__PremisesId__c,False,False,True,True,[],False,0,False,,['vlocity_cmt__Premises__c'],vlocity_cmt__PremisesId__r,,False,False,0,True,tns:ID,True,reference,False,True,False
True,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,,Prepay Reload Threshold,0,,,vlocity_cmt__PrepayReloadThreshold__c,False,False,True,True,[],False,18,False,,[],,,False,False,2,False,xsd:double,True,currency,False,True,False
True,False,18,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Contact,18,,,vlocity_cmt__PrimaryContactId__c,False,False,True,True,[],False,0,False,,['Contact'],vlocity_cmt__PrimaryContactId__r,,False,False,0,True,tns:ID,True,reference,False,True,False
True,False,18,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Root Account,18,,,vlocity_cmt__RootAccountId__c,False,False,True,True,[],False,0,False,,['Account'],vlocity_cmt__RootAccountId__r,,False,False,0,True,tns:ID,True,reference,False,True,False
True,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,SLA,255,,,vlocity_cmt__SLA__c,False,False,True,True,"[OrderedDict([('active', True), ('defaultValue', False), ('label', 'Gold'), ('validFor', None), ('value', 'Gold')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Silver'), ('validFor', None), ('value', 'Silver')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Platinum'), ('validFor', None), ('value', 'Platinum')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Bronze'), ('validFor', None), ('value', 'Bronze')])]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Status,255,,,vlocity_cmt__Status__c,False,False,True,True,"[OrderedDict([('active', True), ('defaultValue', False), ('label', 'Activo'), ('validFor', None), ('value', 'Active')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Inactivo'), ('validFor', None), ('value', 'Inactive')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Suspendido'), ('validFor', None), ('value', 'Suspended')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Cerrado'), ('validFor', None), ('value', 'Closed')])]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,,Tax Exemption End,0,,,vlocity_cmt__TaxExemptionEndDate__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:dateTime,True,datetime,False,True,False
True,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,,Tax Exemption Percentage,0,,,vlocity_cmt__TaxExemptionPercentage__c,False,False,True,True,[],False,5,False,,[],,,False,False,2,False,xsd:double,True,percent,False,True,False
True,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,False,False,False,False,,Tax Exemption Start,0,,,vlocity_cmt__TaxExemptionStartDate__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:dateTime,True,datetime,False,True,False
True,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Tax Exemption,255,,,vlocity_cmt__TaxExemptionType__c,False,False,True,True,"[OrderedDict([('active', True), ('defaultValue', False), ('label', 'Non-exempt'), ('validFor', None), ('value', 'Non-exempt')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Exempt'), ('validFor', None), ('value', 'Exempt')])]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,30,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Tax ID,10,,,vlocity_cmt__TaxID__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Customer Priority,255,,,vlocity_cmt__vCustomerPriority__c,False,False,True,True,"[OrderedDict([('active', True), ('defaultValue', False), ('label', 'High'), ('validFor', None), ('value', 'High')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Low'), ('validFor', None), ('value', 'Low')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Medium'), ('validFor', None), ('value', 'Medium')])]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,0,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,SLA Expiration Date,0,,,vlocity_cmt__vSLAExpirationDate__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:date,True,date,False,True,False
True,False,30,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,SLA Serial Number,10,,,vlocity_cmt__vSLASerialNumber__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,SLA,255,,,vlocity_cmt__vSLA__c,False,False,True,True,"[OrderedDict([('active', True), ('defaultValue', False), ('label', 'Gold'), ('validFor', None), ('value', 'Gold')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Silver'), ('validFor', None), ('value', 'Silver')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Platinum'), ('validFor', None), ('value', 'Platinum')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'Bronze'), ('validFor', None), ('value', 'Bronze')])]",False,0,False,,[],,,False,False,0,False,xsd:string,True,picklist,False,True,False
True,False,150,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Billing Street Number,50,,,Billing_Street_Number__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Colonia,255,,,Colonia__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,300,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Ciclo,100,,,Cycle__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,150,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,N̼mero de empleado,50,,,EmployeeNumber__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,plaintextarea,True,,True,False,False,False,,Fraud Reason,255,,,Fraud_Reason__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,textarea,False,True,False
False,False,0,False,,False,False,,,True,True,False,,True,False,False,0,False,False,False,,True,,True,False,False,False,,Fraud,0,,,Fraud__c,False,False,False,True,[],False,0,False,,[],,,False,False,0,False,xsd:boolean,True,boolean,False,True,False
True,False,120,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,HUB,40,,,HUB__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,150,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Interior,50,,,Interior__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,765,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Nominera,255,,,Nominee__c,False,False,True,True,"[OrderedDict([('active', True), ('defaultValue', False), ('label', 'INTEGRAVISION DE OCCIDENTE, S.A. DE C.V.'), ('validFor', None), ('value', 'INTEGRAVISION DE OCCIDENTE, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'SUMANT, S.A. DE C.V.'), ('validFor', None), ('value', 'SUMANT, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'SERVICIOS INTEGRALES PARA SISTEMAS DE CABLE, S.A. DE C.V.'), ('validFor', None), ('value', 'SERVICIOS INTEGRALES PARA SISTEMAS DE CABLE, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'GERIT PROFESIONALES, S.A. DE C.V.'), ('validFor', None), ('value', 'GERIT PROFESIONALES, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'ARYADEBA, S.A. DE C.V.'), ('validFor', None), ('value', 'ARYADEBA, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'SERVICIOS TECNICOS CABLEVISION, S.A. DE C.V.'), ('validFor', None), ('value', 'SERVICIOS TECNICOS CABLEVISION, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'APOYO TELEFONICO CABLEMAS, S.A. DE C.V.'), ('validFor', None), ('value', 'APOYO TELEFONICO CABLEMAS, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'GRUPO MEXICANO DE CABLE S.A. DE C.V'), ('validFor', None), ('value', 'GRUPO MEXICANO DE CABLE S.A. DE C.V')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'GRUPO MAPSANI, S. A. DE C. V.'), ('validFor', None), ('value', 'GRUPO MAPSANI, S. A. DE C. V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'CONSTRUCTORA CABLEMAS, S.A. DE C.V.'), ('validFor', None), ('value', 'CONSTRUCTORA CABLEMAS, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'TELEVICABLE REGIONAL, S.A. DE C.V.'), ('validFor', None), ('value', 'TELEVICABLE REGIONAL, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'SERVICIOS CABLEVISION, S.A. DE C.V.'), ('validFor', None), ('value', 'SERVICIOS CABLEVISION, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'ADMINISTRADORA DE SISTEMAS DE COMUNICACION, S.A. DE C.V.'), ('validFor', None), ('value', 'ADMINISTRADORA DE SISTEMAS DE COMUNICACION, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'TECNICA AVANZADA EN CABLEADOS,S.A. DE C.V.'), ('validFor', None), ('value', 'TECNICA AVANZADA EN CABLEADOS,S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'SERVICIOS OPERBES, SA DE CV'), ('validFor', None), ('value', 'SERVICIOS OPERBES, SA DE CV')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'RH SERVICIOS ADMINISTRATIVOS, S.A. DE C.V.'), ('validFor', None), ('value', 'RH SERVICIOS ADMINISTRATIVOS, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'GRUPO CABLE ASESORES, S.A. DE C.V.'), ('validFor', None), ('value', 'GRUPO CABLE ASESORES, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'APOCALI, S.A. DE C.V.'), ('validFor', None), ('value', 'APOCALI, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'CAREDTELETV SERVICIOS ADMINISTRATIVOS FTTH DE MEXICO, S.A. DE C.V.'), ('validFor', None), ('value', 'CAREDTELETV SERVICIOS ADMINISTRATIVOS FTTH DE MEXICO, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'TIN, S.A. DE C.V.'), ('validFor', None), ('value', 'TIN, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'SERVICIOS LETSEB, SA DE CV'), ('validFor', None), ('value', 'SERVICIOS LETSEB, SA DE CV')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'GRUPO SERVICOMUNICACION, S.A .DE C.V.'), ('validFor', None), ('value', 'GRUPO SERVICOMUNICACION, S.A .DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'MEGA COM M SERVICIOS, S.A. DE C.V.'), ('validFor', None), ('value', 'MEGA COM M SERVICIOS, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'TELESTAR DEL PACIFICO, S.A. DE C.V.'), ('validFor', None), ('value', 'TELESTAR DEL PACIFICO, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'TELE CABLE DE MICHOACAN, S.A. DE C.V.'), ('validFor', None), ('value', 'TELE CABLE DE MICHOACAN, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', 'RH SERVICIOS EJECUTIVOS, S.A. DE C.V.'), ('validFor', None), ('value', 'RH SERVICIOS EJECUTIVOS, S.A. DE C.V.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '3 TVSA. PROD.SIND.'), ('validFor', None), ('value', '3 TVSA. PROD.SIND.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '5 MONTDOVAL'), ('validFor', None), ('value', '5 MONTDOVAL')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '8 TVSA. CORP.'), ('validFor', None), ('value', '8 TVSA. CORP.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '14 CORPORACION KANTE'), ('validFor', None), ('value', '14 CORPORACION KANTE')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '16 RADIO COMERCIALES Q.'), ('validFor', None), ('value', '16 RADIO COMERCIALES Q.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '17 TNT DNA'), ('validFor', None), ('value', '17 TNT DNA')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '20 TVSA. CORP. TELECOM'), ('validFor', None), ('value', '20 TVSA. CORP. TELECOM')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '21 CORPORATEL Q.'), ('validFor', None), ('value', '21 CORPORATEL Q.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '30 CTP MATAMOROS Q.'), ('validFor', None), ('value', '30 CTP MATAMOROS Q.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '33 CTP REPETIDORAS Q.'), ('validFor', None), ('value', '33 CTP REPETIDORAS Q.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '37 RTMN REPETIDORA X'), ('validFor', None), ('value', '37 RTMN REPETIDORA X')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '39 C BOSQUE DE CANELOS'), ('validFor', None), ('value', '39 C BOSQUE DE CANELOS')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '43 TRUXILLOS PUBLICIDAD'), ('validFor', None), ('value', '43 TRUXILLOS PUBLICIDAD')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '44 RTMN GUADALAJARA Q.'), ('validFor', None), ('value', '44 RTMN GUADALAJARA Q.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '46 RTMN LERMA Q.'), ('validFor', None), ('value', '46 RTMN LERMA Q.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '47 RTMN MONTERREY Q.'), ('validFor', None), ('value', '47 RTMN MONTERREY Q.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '49 RTMN PUEBLA Q.'), ('validFor', None), ('value', '49 RTMN PUEBLA Q.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '50 C BOSQUE DE ACACIAS'), ('validFor', None), ('value', '50 C BOSQUE DE ACACIAS')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '52 RTMN VERACRUZ Q.'), ('validFor', None), ('value', '52 RTMN VERACRUZ Q.')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '60 TV CONCEPTOS DNA'), ('validFor', None), ('value', '60 TV CONCEPTOS DNA')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '63 FUNDACION TELEVISA Q'), ('validFor', None), ('value', '63 FUNDACION TELEVISA Q')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '66 DESARROLLO VISTA HER'), ('validFor', None), ('value', '66 DESARROLLO VISTA HER')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '69 SOC.SER.OP.CENT'), ('validFor', None), ('value', '69 SOC.SER.OP.CENT')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '77 TV CONCEPTOS'), ('validFor', None), ('value', '77 TV CONCEPTOS')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '78 TRANSMISIONES NACION'), ('validFor', None), ('value', '78 TRANSMISIONES NACION')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '79 CADENA DE LAS AMERIC'), ('validFor', None), ('value', '79 CADENA DE LAS AMERIC')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '80 EMPRESAS BALUARTE SI'), ('validFor', None), ('value', '80 EMPRESAS BALUARTE SI')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '81 ECO PRODUCCIONES'), ('validFor', None), ('value', '81 ECO PRODUCCIONES')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '83 SATTORA'), ('validFor', None), ('value', '83 SATTORA')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '89 SERVICIOS RADIOPOLIS'), ('validFor', None), ('value', '89 SERVICIOS RADIOPOLIS')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '94 SERV ADMON COAPA SIN'), ('validFor', None), ('value', '94 SERV ADMON COAPA SIN')]), OrderedDict([('active', True), ('defaultValue', False), ('label', '95 SERV ADMON COAPA'), ('validFor', None), ('value', '95 SERV ADMON COAPA')])]",False,0,False,,[],,,False,True,0,False,xsd:string,True,picklist,False,True,False
True,False,18,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Contact,18,,,PrimaryContactId__c,False,False,True,True,[],False,0,False,,['Contact'],PrimaryContactId__r,,False,False,0,True,tns:ID,True,reference,False,True,False
True,False,300,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,RPT,100,,,RPTName__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,30,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,RPT,10,,,RPT__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,45,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Siebel Number,15,,,Siebel_Number__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,True,True,False
True,False,90,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,StripeCustomer,30,,,StripeCustomerId__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,300,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Subtipo de Cliente,100,,,Subtipo_de_Cliente__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,300,False,,False,False,,,True,True,,,False,False,False,0,False,False,False,,True,,True,False,False,False,,Tipo de Cliente,100,,,Tipo_de_Cliente__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,True,False
True,False,3900,True,"BillingStreet & BR() 
& BillingPostalCode &"" ""
& BillingCity & BR()
& BillingCountry",False,False,,,False,True,,,False,False,False,0,False,False,False,,True,,False,False,True,False,,service,1300,,,service__c,False,False,True,True,[],False,0,False,,[],,,False,False,0,False,xsd:string,True,string,False,False,False
